heading,content
PA R K IN G,iimiiiiiHuiiiiiiHiimiiiiiiuiiiimiiiiininiiiiiiiiiimiHiiiiiiiiiiiiiiiiiiiiiiiniiiiiiiiiiHiiiHimiilF iiiim iiiiiiiiHiiiiiiiiiiiiHiiiiiniHiniiiiiiiiim i
r,
ARTS,
"Friday. October 17,1980","_________ , . i - # #"
Lewisburg Craft Fair in full,
swing for Parents' Weekend,.. . _____ ____ _ items such as staine< By DAVID
BLACKMAN,
believe thej time and workman,
Talented artists from five ^,
"wPS ^ burg craft Fair,",
states will gather,
"by sue Balchunas, is",
Lewisburg Armory,
to,
market,
^  showing. This means,
their,
wares for,the
ei^toyear ta a j^  exhibit is judged and,a row
at the,"Lewisburg Craft Fair ,"
M,"before entry can be today through Sunday. secured. The Judges look for Long a traditional outlet for quality) durability of workman- craftsmen, these fairs represent ^hip and degree of creative the sole means of reaching the design"
in,"making their decisions. public for many artists besides Eacb artjSt chosen to participate being their primary means of in- yS a booth fee to the fair come Many of the artists are organizers, but any profits professionals who have dedicated beyond that belong to the artist, their lives to producing quality Thts year's fair falls m con-"
"goods with their hands, and",
junction,
"with Parents' Weekend,","through this decision have chosen ^  bave those in the past, and is an alternate lifestyle. iar<<>> enough -- 75 exhibitors are From an economic standpoint, most craftsmen earn only enough to purchase the items they need to live and to continue producing. They are not usually affected by the rampant inflation rate in the pricing of their goods and can thus charge what they honestly --"
.,".................. ............. ....... .......................................................... !>> ^ ^ _ 1 / 1 * L  _  _ 1 large enough -- 75 exhibitors are present -  to provide a variety of wares. At the same time, it is in timate enough for the relaxed f r i e n d l y  a t m o s p h e r e characteristic of traditional i&irs."
Represented at the fair are,
both functional and decorative,"items such as stained glass, wooden toys, jewelry, leather goods, candles and stoneware in unique shapes and glazes. At the food counters, goat's milk fudge, old fashioned clear candy and dishes provided by the Valiant Trencherman restaurant will be . available. The craft fair was begun as a vehicle to help people appreciate quality handmade goods, and the traditions and development behind them, according to Bonnie Bussard, director of the fair. It ' has since grown into much more, Bussard said, with many people from Lewisburg and the Bucknell community -  as well as visitors from Washington, D.C., New York City, Philadelphia, Pitt sburgh and Harrisburg atten ding the fair. Bussard credits the warm reception from the public and the professional qualitj^M hecraft- w l Photo--Kate Cross"
Dough art figures displayed at the Lewisburg Craft,
fair.,
.They,
are made by Sally Stalnaker of Williamsport and are one of,
the craft items available at the fair.,"speople with making the fair a Bucknell on route 15. Hours; are continued success. today to 9 p.m., Saturday 10 a.m."
T,", u ,, Armnrv is to 9 p.m., and Sunday 10 a.m. to 6 one"
S gmie,soutti of p.m. G e n e r ^ a d m ^ n |j g .
Savings on Kliban,
at,
The Lexicon,
now,
$9 .0 0,
Cat Pillows,
reg. $12.00,
Cat Wrapping Paper,reg.
$3 50,
NOW,
*,
2.50,
$1 .9 5  each,
Sale ends,m
m*,m . _______________ ______ _ Photo-- Koto Cross
Cat Posters,
'  1,
.95,
...h,
|,
"Popular ,,oodon",
",oy. o r. displayed by D",
a,
r,
r,
y,
l,
PSPS,
j S,
T,
^,
' S,
S,
'E,
l,
l|,
Sale ends,
' I,
of the items. Both craftsmen were at the 1979 Lew.sbu g,
408 Market St.,
Qct 31,
!1,
products available to visitors again this year.,........... .......................................................................... .... ............ ---------------------------- --
J,
'Tim,
FACTORY OUTLET,
W om en's & Children's Sleepwear,
& Loungewear,
by Slumbertogs &,
Christian Dior,
Fabrics & Trims,
Famous Brands at Factory Discounts,
Ye Ole Dodge,
House Restaurant,
Breakfast 6,
- / /,
Lunch or Dinner,
11-9,
Salad Bar,"Rt. 45, West Lewisburg"
Industrial Park,
Road,
Lewisburg 523-3036,
Off Rt. 45W at 15th St.,Hours: Wed.*Sat.
9:30 A.M.,to 4:00 P.M.
f,9 ft
J,
c,
u,
#,
L,* m S 15th St. t s a t i  IS Nsrth Uwi sharp
!,
"TMikiig <<I that special eecasiei,",
utinllj,
jh,
ftiit *(,
T,'/
We fealire free gift wrapgiig.,
Watch repairing aid eigraviig services.,
We size riigs we sell for free.,
"Friday, October 17,1980",
ARTS,
Page 15,
'Tartuffe': French frivolity is,
But Pedro and Lempert give excellent performances,"And in both it is Patrick Pedro '81 who comes closest to stealing the show. From the moment of Pedro's entrance in the second scene as Orgon -- the master of the house in which the play takes place as well as the pivot around which all other characters move -- he leads the cast through the twists and turns of the evening with a finely honed sense of comedic tim ing. This is a good thing, too, for too often the rest of the cast as an entity is unable to keep up with the French playwriter's wit, translated somewhat laboriously into two hours of rhyming couplets by Richard Wilbur. Pedro handles the script and the com plicated staging finely, however. He sets the pace of the humor from center stage, for the play is much more Orgon's than it is the title character's. While Tartuffe is in its simplest form a play about hypocrisy personified by the title character, his qualities are brought forth by Orgon and the other members of his household. It is well that Pedro has been elevated from the role of comic reliever as Touchstone last fall to take on the central position here. Tartuffe, the falsely pious man whose actions are the subject of the play, should Photos--Joseph Ruszkiewicz Tartuffe, by Moliere. Translated by Richard Wilbur. A Cap and Dagger production directed by Harvey Powers. Scenic design by Elaine Williams. Lighting design by Allen Haines. Stage managed by David Polsky. At the University Theatre tonight, Saturday and Sunday. THE CAST O rgon...........................................................Patrick Pedro Tartuffe.........................................................Barry Fishel Elm ire........................................................Amy Beth Cohn Mariane...........................................................Jackie Kruil Dorine................................... ................ Cynthia Lempert M ne. Pernelle.............................................................Dodie Rippon Damiss......................................................Mike Koriwchak Valere ...................................................... David Blackman Cleante ......................................................... Scott Sherman M. L oyal............................................Jawwaad Abdul-Aziz Police officer ................................................................ Tom Shields Flipote........................................................................ Nancy Sanford Guards, servants ..................... Greg Paris & Peter Shaw By DAVID HAWKINGS The Cap and Dagger production of Tartuffe this weekend in many ways parallels the dramatic group's staging of As You Like It for Parents' Weekend au diences a year ago. Both romantic comedies are laced with deceit, double identity and subtle and in creasingly complex twists of plotline. Like Shakespeare's play, the Moliere comedy on the Coleman Hall stage tonight, Satur day and Sunday is directed by University Theatre Director and Professor of English Harvey Powers."
"Orgon, played by Patrick Pedro '81, engages in an argument with his daugh",
"ter's maid Dorine, played by Cynthia Lempert '82. The two bicker constantly",
"in Moliere's comedy ""Tartuffe,"" which opened Thursday for a weekend run","definitely be the character second in strength and influence to Orgon. Un fortunately, senior Barry Fishel's inter pretation of the role is considerably less than overpowering. While his outlandish pontifications and fabrications could rival the farcical nature of Orgon, Fishel seems content to let Moliere's lines speak for themselves. This casualness is most unfortunate in the second act, when Tartuffe seems to lumber through an otherwise enthrallingly bawdy seduction scene with the buxom Elmire, the second wife of Orgon played by Amy Beth Cohn '83. While Cohn plays this scene -- and the rest of the play -- with an aloof and sophisticated coyness, Fishel seems only to be going through the mo tions. The other disappointing showing in a major role is by Dodie Rippon '82. As Orgon's mother Mme. Pernelle, she again fails to capture positive attention, something that has eluded her since her Bucknell debut in the Shakespeare comedy a year ago. In the opening night peorformance Thursday, Rippon seemed baffled and rushed, alternately mumbling through or overemphasizing the stilted patterns of speech Wilbur's translation is full of. As the actress charged with acclimatizing the audience in the opening scene with this un familiar method of dramatic technique, this is regrettable. The other comedy star and scenes stealer of the evening was Cynthia Lempert '82. As the loud-mouthed and live ly Dorine -- the maid of Orgon's daughter Mariane (Jackie Krull '83) -- Lempert ex ercises the rhythms and rhyme of the script with a caustic wit. The scenes she plays opposite Pedro, in which both vie hilariously for the last word and the atten tions of the audience, are perhaps the highlight of the production. Like the last Cap and Dagger mainstage production, unfortunately, even strong scenes like these appear lost in the visual surroundings created by the designer. Elaine Williams, visiting assistant pro fessor of English and theater, has designed a set evocative of a Louis XIV grand foyer, but the garish green and brown color scheme, the gaudy molding and banister work and the baroque stairway were poor ly detailed and shakily executed. It is a disappointment when compared to the model that greets patrons in the lobby."
