heading,content
D O N E H O W E R,"Quality S p o r t in g  G o o d s Across from the Campus Theater 424 Market St., Lewisburg N O T A P P L IC A B L E  T O  ITEM S A L R E A D Y  REDUCED. A L L  S A LE S  FIN A L."
Pregnant? Turn to Us.,* All Medical Expenses Paid FREE Counseling * You-Can Help Choose The Best Family For Your Baby * Direct Placement-No Foster Care * Confidential and Personal Care BIRTHMOTHERS CALL COLLECT
*  (717) 737-3960,
PS,W CAMP HILL/HARRISBURG
W*Adoption Services,w _________ Licensed/Non-Profit
SWEETHEARTS,
204 MARKET ST.,
"SUNDAY, NOVEMBER 4",
20% OFF ALL PURCHASES,
12 pm - 4 pm,
3,
A,
Y A \,
FINE FOOD,
AND SPIRITS,
264 Chestnut St.,
"Mifflinburg, PA 17844",
966-300.3,
Scarlet D,
Tavern,"Serving Breakfast, Lunch & D inner Dinner Reservations Appreciated - Open 7 days"
a,"week A ll You Can Eat Specials M0N0AY * Fried Clams. Shrimp. 2 vegs., Homemade Bread * $6.00 TUESDAY * Wing Dings. Chicken Fingers, 2 vegs., Homemade Bread - $5.75 WEDNESDAY - Spaghetti & Meat Balls, w Garlic Bread Tossed or Spinach Salad * $4.25"
CUT W RUN,
$,
6.50,
A,
great (no frills) haircut at a great price.,
No appointment necessary.,
First time visitors:,
Receive our Full,
"Cut, Wash and Blow Dry (reg. $12.00) at our",
CUT 'n' RUN price with this ad.,
James Martin's services available at his,
"Hey, Good- Lookin'",
The Odds Are On You,"in a variety s i environments, liom  home schools to corporations lo prisons, show I attractive people are more successful II less attractive people. Why this disparity? Aren't ac strictly achievement based society? Isn't beauty o skin deep? II the truth be told, we have hr conditioned to lavot attractive people. Gc looks are a decided advantafe. A pro woman on a man's arm is an emblem of I success. A visit to the salon isn't a mere luxury; i an investment. Your looks arc your future? I us chanye your image from head to toe. C a ll t o d a y  - w e  d o  h a ir , f a c ia ls ,  t a n n in g , p e d ic u r e s & a  w h o le  lo t m o r e l"
SHEAR PLEASURE,
Downtown Lewisburg,
523-6234,"Spruce & Third, Shamokin A ilL tM t /"
I,
The,
Bucknellian,"November 2, 1990"
<<T,
n h h m,
I,
| l | i >> I j  i,
I,
i,
The wheels are in motion,
Student frustration erupted Wednesday night in what could have been a,
"tragic incident. Thanks to key administrators and student leaders, who saw the",
"5-hour demonstration to its end at 3:30 a.m. in front of the Bertrand Library, this",
latest show of discontent ended without injury or major property damage.,
"President Sojka, Associate Vice President Weddle, Dean Dunlop and newly",
appointed Director of Security and Safety Vincent DeCerchio managed to,
coerce close to 200 police into giving students a chance to move their demon,
stration back on campus.,
"Once on campus, administrators showed their willingness to listen to and",
address student concerns. Students should now realize that their voices are being,
heard and their concerns are being actively addressed.,
In coming weeks we will all be tested. The administration must now live up,
to the promises made early Thursday morning and begin to act proactively,
instead of reactively.,
Students will be tested in a different way. We must now show the adminis,
tration that we are willing take responsibility for our actions and act in a mature,
"manner. Live up to the expectations of our peers, administration and neighbors",
in Lewisburg. With more freedom also comes more responsibility.,
As the media of the Susquehanna Valley portrays Wednesday night's events,
"as a ""group of drunken kids"" upset over Pennsylvania drinking laws, we must be",
reminded that the central issue should not be Act 31. The University cannot,
"stand idly by, allowing students to violate state law.",
"Accountability, equity and fairness are the issues. The days of an overzeal-",
ous Department of Security and Safety are over. The administration is finally,
ready to address our concerns and create a system in which everyone in the Uni,
versity Community knows the rules of the game.,
The point has been made. We have the administration's attention; use it.,
The Bucknellian,"Bucknell University Lewisburg, PA 17837 Volume 106, Number 8"
Editor-in-Chief Steve Hoerter '91,Business Manager Jim Staley '93 Managing Editor David Murray '92
EDITORIAL STAFF,
PRODUCTION & OPERATIONS,Associate Editor Contributing Editors Brian Davison '91 Julie Bachman GR Mark Griffith '91 Mike McGandy '91 Travis Elliott '92 Bob Ritter '92 Andrew Cohen '93 Bob M innich '91 Mark Abrahamsen '93 Darren Millman '93 Arts & Entertainment Editor Cindy Levinson '93 Features Editor Jay Pauli '92 Opinions Editor Laura Haden '91 Photography Editor Colin Bridgewater '92 Production Manager Senior Copy Editor Operations Manager Computer Managers News Editor Newsbriefs Editor Sports Editors Sharon Hong '94 David M urray '92 Chuck Parente '91 Michael Curtis '93 Keith Overton '93 Typing Manager Dave Sakmyster '92 Graphic Artist Francesca Mastropaolo '91 Darkroom Managers Allie Zadroga '93 Nate Keil '91
ADVERTISING & SALES,Advertising Manager Christine King '91 Advertising Production Mgr. Chris Bowen '91 Accountant Craig Christie '91 Adviser Katherine Warner
EDITORIAL AND OPINIONS POLICY,"The editorials of The Bucknellian reflect the consensus of the editorial board as to the topics and general position. If a consensus could not be reached, the opinions expressed are those of the Editor. All other opinion material represents the views of the author and not necessarily that of The Bucknellian."
PUBLISHING POLICY,"The editorial content of The Bucknellian does not necessarily reflect the opinions and attitudes of Bucknell University's administration, faculty, nor trustees. All content is determined by the paper's Editorial Board. The Bucknellian is produced using ReadySetGo! on Apple Macintosh computers."
ADVERTISING POLICY,"The editorial board of The Bucknellian reserves the right to deny advertisements if offensive, illegal, or in bad taste. For advertising rates, please contact the advertising manager at (717) 524-1551."
LETTERS POLICY,"The Bucknellian welcomes reader's comments on important campus, national, and international issues. Letters must be submitted by Tuesday to appear in Friday's issue. All letters must be typewritten, double spaced, and signed by the author. We reserve the right to edit letters for length or libel. We attempt to publish all responsible material, but we reserve the right not to publish due to spacing, technical, legal, or other problems. Address letters to The Bucknellian, Box C-3059, Lewisburg, PA 17837, orbring them to our office in the basement of the east wing of Roberts Hall."
